,Site,Index,Latitude,Longitude,Climate,Population Status,Weight,Height,Wing Chord,Colour,Sex,Nesting Site,Nesting Height,Number of Eggs,Egg Weight,Flock,Home Range,Flock Size,Predator Presence,Predator Type
925,South America,SA,14.6,-57.7,Coastal,Introduced,28.14,14.27,7.14,Brown,Female,Tree,577.17,4,2.74,C,Small,31,No,NA
926,South America,SA,14.6,-57.7,Coastal,Introduced,31.38,16.01,7.4,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
927,South America,SA,14.6,-57.7,Coastal,Introduced,29.53,14.16,7.13,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
928,South America,SA,14.6,-57.7,Coastal,Introduced,29.47,14.09,7.12,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
929,South America,SA,14.6,-57.7,Coastal,Introduced,29.63,15.76,7.37,Black,Female,Tree,872.71,3,2.52,D,Small,18,No,NA
930,South America,SA,14.6,-57.7,Coastal,Introduced,29.33,13.96,7.1,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
931,South America,SA,14.6,-57.7,Coastal,Introduced,30.27,14.89,7.24,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
932,South America,SA,14.6,-57.7,Coastal,Introduced,30.53,15.16,7.28,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
933,South America,SA,14.6,-57.7,Coastal,Introduced,29.99,14.62,7.2,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
934,South America,SA,14.6,-57.7,Coastal,Introduced,29.62,14.25,7.14,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
935,South America,SA,14.6,-57.7,Coastal,Introduced,29.45,15.58,7.34,Grey,Female,Tree,430.66,2,2.21,E,Small,16,No,NA
936,South America,SA,14.6,-57.7,Coastal,Introduced,29.89,14.52,7.18,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
937,South America,SA,14.6,-57.7,Coastal,Introduced,28.46,14.59,7.19,Grey,Female,Tree,910.23,3,2.51,E,Small,16,No,NA
938,South America,SA,14.6,-57.7,Coastal,Introduced,31.66,16.29,7.45,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
939,South America,SA,14.6,-57.7,Coastal,Introduced,32.43,17.06,7.56,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
940,South America,SA,14.6,-57.7,Coastal,Introduced,30.8,15.43,7.32,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
941,South America,SA,14.6,-57.7,Coastal,Introduced,29.58,15.71,7.36,Brown,Female,Shrub,59.81,3,2.22,C,Small,31,No,NA
942,South America,SA,14.6,-57.7,Coastal,Introduced,29.39,14.02,7.11,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
943,South America,SA,14.6,-57.7,Coastal,Introduced,30.83,15.46,7.32,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
944,South America,SA,14.6,-57.7,Coastal,Introduced,29.65,14.28,7.14,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
945,South America,SA,14.6,-57.7,Coastal,Introduced,29.09,15.21,7.28,Brown,Female,Shrub,56.12,3,2.39,C,Small,31,No,NA
946,South America,SA,14.6,-57.7,Coastal,Introduced,29.06,13.69,7.06,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
947,South America,SA,14.6,-57.7,Coastal,Introduced,29.84,14.47,7.17,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
948,South America,SA,14.6,-57.7,Coastal,Introduced,29.46,14.09,7.12,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
949,South America,SA,14.6,-57.7,Coastal,Introduced,30.63,15.26,7.29,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
950,South America,SA,14.6,-57.7,Coastal,Introduced,29.86,15.99,7.4,Grey,Female,Tree,1385.62,3,2.57,E,Small,16,No,NA
951,South America,SA,14.6,-57.7,Coastal,Introduced,30.01,16.14,7.42,Black,Female,Tree,1264.52,3,2.51,D,Small,18,No,NA
952,South America,SA,14.6,-57.7,Coastal,Introduced,29.53,15.66,7.35,Brown,Female,Shrub,46.34,3,2.47,C,Small,31,No,NA
953,South America,SA,14.6,-57.7,Coastal,Introduced,29.81,14.44,7.17,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
954,South America,SA,14.6,-57.7,Coastal,Introduced,30.86,15.49,7.33,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
955,South America,SA,14.6,-57.7,Coastal,Introduced,29.05,13.68,7.05,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
956,South America,SA,14.6,-57.7,Coastal,Introduced,30.68,15.3,7.3,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
957,South America,SA,14.6,-57.7,Coastal,Introduced,27.36,13.49,7.03,Brown,Female,Tree,916.62,4,2.62,C,Small,31,No,NA
958,South America,SA,14.6,-57.7,Coastal,Introduced,27.75,13.87,7.08,Black,Female,Shrub,30.68,3,2.59,D,Small,18,No,NA
959,South America,SA,14.6,-57.7,Coastal,Introduced,28.58,14.7,7.21,Brown,Female,Tree,1345.61,3,2.27,C,Small,31,No,NA
960,South America,SA,14.6,-57.7,Coastal,Introduced,28.8,13.43,7.02,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
961,South America,SA,14.6,-57.7,Coastal,Introduced,29.97,16.1,7.42,Brown,Female,Shrub,42.07,4,2.63,C,Small,31,No,NA
962,South America,SA,14.6,-57.7,Coastal,Introduced,28.82,13.44,7.02,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
963,South America,SA,14.6,-57.7,Coastal,Introduced,28.36,14.49,7.18,Grey,Female,Shrub,58.88,4,2.84,E,Small,16,No,NA
964,South America,SA,14.6,-57.7,Coastal,Introduced,29.24,13.87,7.08,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
965,South America,SA,14.6,-57.7,Coastal,Introduced,31.82,16.45,7.47,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
966,South America,SA,14.6,-57.7,Coastal,Introduced,29.39,15.52,7.33,Grey,Female,Tree,1259.49,4,2.68,E,Small,16,No,NA
967,South America,SA,14.6,-57.7,Coastal,Introduced,30.07,14.7,7.21,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
968,South America,SA,14.6,-57.7,Coastal,Introduced,31.01,15.64,7.35,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
969,South America,SA,14.6,-57.7,Coastal,Introduced,29.51,15.64,7.35,Black,Female,Shrub,52.24,3,2.37,D,Small,18,No,NA
970,South America,SA,14.6,-57.7,Coastal,Introduced,30.74,15.36,7.31,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
971,South America,SA,14.6,-57.7,Coastal,Introduced,30.45,15.08,7.26,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
972,South America,SA,14.6,-57.7,Coastal,Introduced,29.45,15.58,7.34,Black,Female,Tree,1031.27,3,2.36,D,Small,18,No,NA
973,South America,SA,14.6,-57.7,Coastal,Introduced,32.52,17.14,7.57,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
974,South America,SA,14.6,-57.7,Coastal,Introduced,29.11,13.74,7.06,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
975,South America,SA,14.6,-57.7,Coastal,Introduced,30.22,14.85,7.23,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
976,South America,SA,14.6,-57.7,Coastal,Introduced,29.88,14.51,7.18,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
977,South America,SA,14.6,-57.7,Coastal,Introduced,28.6,14.73,7.21,Black,Female,Tree,665.77,4,2.72,D,Small,18,No,NA
978,South America,SA,14.6,-57.7,Coastal,Introduced,28.86,14.99,7.25,Brown,Female,Tree,931.7,3,2.29,C,Small,31,No,NA
979,South America,SA,14.6,-57.7,Coastal,Introduced,29.95,16.08,7.41,Brown,Female,Tree,1323.93,3,2.58,C,Small,31,No,NA
980,South America,SA,14.6,-57.7,Coastal,Introduced,30.89,15.52,7.33,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
981,South America,SA,14.6,-57.7,Coastal,Introduced,27.38,13.5,7.03,Grey,Female,Tree,1169.04,3,2.51,E,Small,16,No,NA
982,South America,SA,14.6,-57.7,Coastal,Introduced,28.69,13.32,7,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
983,South America,SA,14.6,-57.7,Coastal,Introduced,29.69,15.82,7.37,Brown,Female,Shrub,36.06,4,2.86,C,Small,31,No,NA
984,South America,SA,14.6,-57.7,Coastal,Introduced,28.94,15.07,7.26,Black,Female,Shrub,12.22,3,2.49,D,Small,18,No,NA
985,South America,SA,14.6,-57.7,Coastal,Introduced,31.52,16.15,7.43,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
986,South America,SA,14.6,-57.7,Coastal,Introduced,29.53,14.16,7.13,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
987,South America,SA,14.6,-57.7,Coastal,Introduced,30.71,15.34,7.3,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
988,South America,SA,14.6,-57.7,Coastal,Introduced,29.25,13.88,7.09,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
989,South America,SA,14.6,-57.7,Coastal,Introduced,31.01,15.63,7.35,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
990,South America,SA,14.6,-57.7,Coastal,Introduced,28.16,14.29,7.15,Grey,Female,Shrub,34.88,3,2.48,E,Small,16,No,NA
991,South America,SA,14.6,-57.7,Coastal,Introduced,29.36,15.49,7.33,Grey,Female,Tree,791.29,4,2.81,E,Small,16,No,NA
992,South America,SA,14.6,-57.7,Coastal,Introduced,29.46,15.58,7.34,Grey,Female,Shrub,13.21,3,2.45,E,Small,16,No,NA
993,South America,SA,14.6,-57.7,Coastal,Introduced,28.64,13.27,6.99,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
994,South America,SA,14.6,-57.7,Coastal,Introduced,29.82,15.95,7.4,Black,Female,Shrub,26.02,4,2.64,D,Small,18,No,NA
995,South America,SA,14.6,-57.7,Coastal,Introduced,31.42,16.05,7.41,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
996,South America,SA,14.6,-57.7,Coastal,Introduced,27.51,13.64,7.05,Black,Female,Shrub,39.4,4,2.69,D,Small,18,No,NA
997,South America,SA,14.6,-57.7,Coastal,Introduced,29.92,16.05,7.41,Grey,Female,Shrub,34.69,3,2.58,E,Small,16,No,NA
998,South America,SA,14.6,-57.7,Coastal,Introduced,29.83,14.46,7.17,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
999,South America,SA,14.6,-57.7,Coastal,Introduced,28.48,14.61,7.19,Brown,Female,Shrub,31.92,3,2.51,C,Small,31,No,NA
1000,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.96,12.98,6.7,Grey,Male,,,,,B,Large,17,Yes,Avian
1001,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.58,13.6,6.79,Grey,Male,,,,,A,Large,19,Yes,Avian
1002,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,29.54,12.05,6.56,Black,Female,Shrub,36.13,1,2.71,C,Large,18,Yes,Avian
1003,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.19,12.21,6.59,Grey,Male,,,,,A,Large,19,Yes,Avian
1004,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,33.73,14.75,6.97,Grey,Male,,,,,A,Large,19,Yes,Avian
1005,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,30.12,12.63,6.65,Brown,Female,Shrub,45.4,2,2.83,E,Large,8,Yes,Avian
1006,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,33.88,14.89,6.99,Grey,Male,,,,,A,Large,19,Yes,Avian
1007,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,33.18,14.19,6.88,Grey,Male,,,,,B,Large,17,Yes,Avian
1008,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.01,13.52,6.78,Black,Female,Shrub,22.25,1,2.52,E,Large,8,Yes,Avian
1009,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.55,12.56,6.64,Grey,Male,,,,,A,Large,19,Yes,Avian
1010,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.72,12.74,6.67,Grey,Male,,,,,A,Large,19,Yes,Avian
1011,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.2,13.22,6.74,Grey,Male,,,,,C,Large,18,Yes,Avian
1012,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,29.51,12.03,6.56,Brown,Female,Shrub,24.56,1,2.55,E,Large,8,Yes,Avian
1013,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,30.8,13.31,6.75,Black,Female,Shrub,62.68,2,3.06,E,Large,8,Yes,Avian
1014,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,29.9,12.42,6.62,Black,Female,Tree,793.14,1,2.64,D,Large,7,Yes,Avian
1015,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.06,13.58,6.79,Black,Female,Shrub,30.99,2,3.09,C,Large,18,Yes,Avian
1016,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.33,13.35,6.76,Black,Male,,,,,C,Large,18,Yes,Avian
1017,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,33.44,14.46,6.92,Grey,Male,,,,,B,Large,17,Yes,Avian
1018,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.96,12.98,6.7,Grey,Male,,,,,A,Large,19,Yes,Avian
1019,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.9,12.91,6.69,Black,Male,,,,,C,Large,18,Yes,Avian
1020,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.87,12.89,6.69,Grey,Male,,,,,B,Large,17,Yes,Avian
1021,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.04,13.55,6.79,Black,Female,Shrub,64.85,2,2.95,D,Large,7,Yes,Avian
1022,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.11,13.13,6.72,Grey,Male,,,,,B,Large,17,Yes,Avian
1023,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.9,13.92,6.84,Grey,Male,,,,,B,Large,17,Yes,Avian
1024,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.63,13.64,6.8,Grey,Male,,,,,A,Large,19,Yes,Avian
1025,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.56,13.58,6.79,Black,Male,,,,,C,Large,18,Yes,Avian
1026,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.36,13.38,6.76,Grey,Male,,,,,B,Large,17,Yes,Avian
1027,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.79,12.8,6.67,Grey,Male,,,,,A,Large,19,Yes,Avian
1028,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.33,13.35,6.76,Grey,Male,,,,,A,Large,19,Yes,Avian
1029,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.57,12.59,6.64,Grey,Male,,,,,B,Large,17,Yes,Avian
1030,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,29.95,12.46,6.62,Black,Female,Tree,1009.31,2,2.82,C,Large,18,Yes,Avian
1031,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.61,12.63,6.65,Grey,Male,,,,,B,Large,17,Yes,Avian
1032,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,33.23,14.25,6.89,Grey,Male,,,,,C,Large,18,Yes,Avian
1033,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,30.97,11.99,6.55,Grey,Male,,,,,B,Large,17,Yes,Avian
1034,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,30.18,12.7,6.66,Black,Female,Shrub,54.37,1,2.62,E,Large,8,Yes,Avian
1035,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.54,14.05,6.86,Black,Female,Shrub,44.31,1,2.66,D,Large,7,Yes,Avian
1036,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.37,13.38,6.76,Grey,Male,,,,,B,Large,17,Yes,Avian
1037,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,34.1,15.11,7.02,Grey,Male,,,,,A,Large,19,Yes,Avian
1038,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.94,12.96,6.7,Grey,Male,,,,,B,Large,17,Yes,Avian
1039,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.2,13.22,6.74,Grey,Male,,,,,A,Large,19,Yes,Avian
1040,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,30.92,11.93,6.54,Grey,Male,,,,,B,Large,17,Yes,Avian
1041,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.57,13.59,6.79,Grey,Male,,,,,B,Large,17,Yes,Avian
1042,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,33.44,14.46,6.92,Black,Male,,,,,C,Large,18,Yes,Avian
1043,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,30.18,12.7,6.66,Black,Female,Shrub,29.94,2,2.75,D,Large,7,Yes,Avian
1044,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,33.44,14.46,6.92,Grey,Male,,,,,B,Large,17,Yes,Avian
1045,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,30.71,13.22,6.74,Black,Female,Tree,469.21,1,2.52,E,Large,8,Yes,Avian
1046,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,28.87,11.38,6.46,Black,Female,Tree,523.07,2,2.77,D,Large,7,Yes,Avian
1047,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,33.43,14.45,6.92,Grey,Male,,,,,A,Large,19,Yes,Avian
1048,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.78,14.29,6.9,Black,Female,Shrub,32.57,1,2.59,C,Large,18,Yes,Avian
1049,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.27,13.79,6.82,Black,Female,Shrub,39.77,2,2.83,E,Large,8,Yes,Avian
1050,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.84,14.36,6.91,Black,Female,Shrub,21.93,2,2.78,C,Large,18,Yes,Avian
1051,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,30.82,13.34,6.76,Black,Female,Shrub,41.17,2,3,C,Large,18,Yes,Avian
1052,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.73,12.75,6.67,Grey,Male,,,,,C,Large,18,Yes,Avian
1053,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,33.05,14.07,6.86,Grey,Male,,,,,B,Large,17,Yes,Avian
1054,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.71,13.73,6.81,Grey,Male,,,,,B,Large,17,Yes,Avian
1055,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,33.09,14.11,6.87,Grey,Male,,,,,C,Large,18,Yes,Avian
1056,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.4,13.41,6.77,Grey,Male,,,,,C,Large,18,Yes,Avian
1057,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.49,14.01,6.86,Black,Female,Shrub,27.75,1,2.71,E,Large,8,Yes,Avian
1058,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,34.04,15.06,7.01,Grey,Male,,,,,A,Large,19,Yes,Avian
1059,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.11,13.63,6.8,Black,Female,Shrub,45.18,1,2.69,C,Large,18,Yes,Avian
1060,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.7,12.72,6.66,Grey,Male,,,,,A,Large,19,Yes,Avian
1061,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,33.39,15.91,7.14,Black,Female,Shrub,41.66,1,2.69,D,Large,7,Yes,Avian
1062,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,32.43,13.45,6.77,Grey,Male,,,,,A,Large,19,Yes,Avian
1063,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,29.1,11.62,6.5,Black,Female,Shrub,58.32,2,2.82,C,Large,18,Yes,Avian
1064,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.59,14.11,6.87,Black,Female,Shrub,36.12,2,2.74,D,Large,7,Yes,Avian
1065,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,34.25,15.26,7.04,Grey,Male,,,,,A,Large,19,Yes,Avian
1066,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.76,12.78,6.67,Grey,Male,,,,,A,Large,19,Yes,Avian
1067,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.48,12.49,6.63,Black,Male,,,,,C,Large,18,Yes,Avian
1068,Falkland Isles,FI,-51.75,-59.17,Coastal,Introduced,31.94,12.96,6.7,Grey,Male,,,,,A,Large,19,Yes,Avian

